evaluation,fold,block_size,sample_index,group_key,area,transmit_power_dbm,class_id,class_name,binary_class,raw_role,selected,final_role,selection_rank,selection_sha256
sensitivity_a,1,128,6719,52,1,40,3,Meac,positive,train,false,balance_excluded,885,a68929130a6458fcb1f991272bc054a790dd323e7ed7e28bf8187fc1e7e0771d
sensitivity_a,1,128,6720,52,1,40,3,Meac,positive,train,false,balance_excluded,33,050a45876a241139d2bc3c9ce9d03ff816b720ed2f303d3578bd788b2e97a744
sensitivity_a,1,128,6721,52,1,40,3,Meac,positive,train,false,balance_excluded,913,aab87de8ed4a9f3b534d2de6429dcde51589e0eb79e12a60a9438fc76e60e2dc
sensitivity_a,1,128,6722,52,1,40,3,Meac,positive,train,false,balance_excluded,1091,cdde9968741b1958e92400388159f2de575fd2ea99bcebba1f5bb00afcc09114
sensitivity_a,1,128,6723,52,1,40,3,Meac,positive,train,false,balance_excluded,799,9524cfa59c0e2110c01337e8cf443bfc3a4977dce76ca2551eeceec328d64823
sensitivity_a,1,128,6724,52,1,40,3,Meac,positive,train,false,balance_excluded,44,07e6e5cc0e09058ff827c306f500218a3b1b3b6986ea0722580ea4bbf97747ff
sensitivity_a,1,128,6725,52,1,40,3,Meac,positive,train,false,balance_excluded,773,909860aae279ffa03d275bc3018e1492eb133b259279b8f5f8fb856f0d6f8954
sensitivity_a,1,128,6726,52,1,40,3,Meac,positive,train,false,balance_excluded,332,3cd05def311385f5d55b3b4ce38d40814cefc4d08a7b092fd02fc36b2e092625
sensitivity_a,1,128,6727,52,1,40,3,Meac,positive,train,false,balance_excluded,85,1014662e83ceef1e5e026ca456d89524a9e8ac56db663e3b31796ae2ad22f2c0
sensitivity_a,1,128,6728,52,1,40,3,Meac,positive,train,false,balance_excluded,127,18026e03b61a5c894848d0ef73bfb961d414bd2521353d00c308a671c8053f3a
sensitivity_a,1,128,6729,52,1,40,3,Meac,positive,train,false,balance_excluded,1256,ed95eddc799cc979cda0c8d881137a634b8836bcd38657932fc439b0533385dc
sensitivity_a,1,128,6730,52,1,40,3,Meac,positive,train,false,balance_excluded,968,b40cc6488ef4e10fcd1da40ddd03af5c51f2b4040e143039cf7808448a662678
sensitivity_a,1,128,6731,52,1,40,3,Meac,positive,train,false,balance_excluded,909,aa69abc7ed90ccea1ec7120292327b22704ab93c3d590344ccc782a1b9623ade
sensitivity_a,1,128,6732,52,1,40,3,Meac,positive,train,false,balance_excluded,169,2285ea379290d96be62ddf7519ec6cc26ae915117b42b6cdf9fa27439a62a4a1
sensitivity_a,1,128,6733,52,1,40,3,Meac,positive,train,false,balance_excluded,1191,e08aee71cb0b21341241b3bd793029e2a095322a1d56a0f72023709de7ddd9e7
sensitivity_a,1,128,6734,52,1,40,3,Meac,positive,train,false,balance_excluded,666,7ba802257bc130bc4ef67fe47c7f42f4c71984cbb8816aa3660a58d3ebdd1ca8
sensitivity_a,1,128,6735,52,1,40,3,Meac,positive,train,false,balance_excluded,620,73d33ea8ae911d937c5f1a04a6185627123b503a33d3e8ffdb5908fa17083408
sensitivity_a,1,128,6736,52,1,40,3,Meac,positive,train,false,balance_excluded,209,27e776728c7f4656d08ddef64d925285799e3f323a89868f535cab6c892ddf96
sensitivity_a,1,128,6737,52,1,40,3,Meac,positive,train,false,balance_excluded,460,54b72f34abdbba65d26e7496952a58f0500fc436d0d531b37a3359f95ba6cc52
sensitivity_a,1,128,6738,52,1,40,3,Meac,positive,train,false,balance_excluded,583,6e9a1c457287474687bbbf4dba95c5f4727c419dc4a4b6588eccdeef89111201
sensitivity_a,1,128,6739,52,1,40,3,Meac,positive,train,false,balance_excluded,702,824a70b5dd9fcd051f9d3d80debaeed05534fd4a62f3b92a12591d25a0438ec6
sensitivity_a,1,128,6740,52,1,40,3,Meac,positive,train,false,balance_excluded,519,60efab0af564251df7fc1e6cfade2f2d4247f8216b6c40d2aec814dd63ef3583
sensitivity_a,1,128,6741,52,1,40,3,Meac,positive,train,false,balance_excluded,379,44e587e1e3abed452899f5c9e546f2cbdef4c1f6ea24f6f52239604830e7724f
sensitivity_a,1,128,6742,52,1,40,3,Meac,positive,train,false,balance_excluded,1161,dba19fc06100e4d5c7f66368acc28fb74d02cca3b1486957c51a8ff4734d5735
sensitivity_a,1,128,6743,52,1,40,3,Meac,positive,train,false,balance_excluded,488,5a200cf1ce863a809664454c3252cbb5f23e41681ed1e5b3c8d734d1f5a6e8a6
sensitivity_a,1,128,6744,52,1,40,3,Meac,positive,train,false,balance_excluded,542,652d47d2f6305bfe907b1f65cd2a78a66e3d959cf72f47ca0a5a960a9c456a29
sensitivity_a,1,128,6745,52,1,40,3,Meac,positive,train,false,balance_excluded,174,22e0cb440e49c02a702bbf3f57fdea42053181a510b2d298bb53333c15d619ab
sensitivity_a,1,128,6746,52,1,40,3,Meac,positive,train,true,train,4,00e84eaa50cca1472a77f2d0a50d42862ec8c29805d94da74cc5c255ea83faae
sensitivity_a,1,128,6747,52,1,40,3,Meac,positive,train,false,balance_excluded,451,51aaa54a53b102f2da88c3798f0e933e37db54a0d7eb7da323b3d66f9baec0ce
sensitivity_a,1,128,6748,52,1,40,3,Meac,positive,train,false,balance_excluded,1041,c1354d670aaaf43baa9c2cb134ca33a6f159f264b3aa0d575d8cfd9f3ccd4701
sensitivity_a,1,128,6749,52,1,40,3,Meac,positive,train,false,balance_excluded,303,38fc5b724d0e132f4e4e2547b38541bae13ed16ada60d37cb10239949d2fed32
sensitivity_a,1,128,6750,52,1,40,3,Meac,positive,train,false,balance_excluded,601,716822287bd0a12450b7650d32d36477e74de509bdc1a3171854623fb8ac6c8d
sensitivity_a,1,128,6751,52,1,40,3,Meac,positive,train,false,balance_excluded,628,7580dfdcaf50a4554da5a3148cc7e3bd5a01aae23df04680f19be796150d7311
sensitivity_a,1,128,6752,52,1,40,3,Meac,positive,train,false,balance_excluded,783,926648c408330e69bf87b49adc334ee0954de627af0da9ecfd09fb8a27558253
sensitivity_a,1,128,6753,52,1,40,3,Meac,positive,train,false,balance_excluded,939,aeceb6082e315a5931d99ba091126051db742ecd9ae229dfc636e5288c8f7261
sensitivity_a,1,128,6754,52,1,40,3,Meac,positive,train,false,balance_excluded,1175,deeaa2e01b9abb8eb2d623f9f21258ab529699111f62db383d12bdcae88e5fcc
sensitivity_a,1,128,6755,52,1,40,3,Meac,positive,train,false,balance_excluded,224,2a3e2313b7a8003c92fdacfb636b54e8c170d393220660383d1f8bef471b9045
sensitivity_a,1,128,6756,52,1,40,3,Meac,positive,train,false,balance_excluded,748,8b610b226eaf80b904b0cdb43ae9da60046040e9d9a873128f30b27dd2174cb2
sensitivity_a,1,128,6757,52,1,40,3,Meac,positive,train,false,balance_excluded,949,b12095ab0eff2b71ae9639a7c475172b1d702ff2d3da0eef1883679c912ea90d
sensitivity_a,1,128,6758,52,1,40,3,Meac,positive,train,false,balance_excluded,1043,c1a9ab2e2634f6da365fbb2dd55423f5458385ace44f4744df2a160e114a27e0
sensitivity_a,1,128,6759,52,1,40,3,Meac,positive,train,false,balance_excluded,558,6836c253b3384c35f151c8570c06df8c9d6d71c6a83be314f0802531fc845d4b
sensitivity_a,1,128,6760,52,1,40,3,Meac,positive,train,false,balance_excluded,1226,e79019f4f2416388a0e4e874d2fbc9ff0473f67912616bea9801dbac08003a6a
sensitivity_a,1,128,6761,52,1,40,3,Meac,positive,train,false,balance_excluded,1019,bc80799ca9c4ef04226cf2da9ce08c6ab1edf722ad70ac0414940cc4e0a71e32
sensitivity_a,1,128,6762,52,1,40,3,Meac,positive,train,false,balance_excluded,107,14c09c9b500e6f156838237d8e021b64486a7cb5560113d6270d243d3ed3142a
sensitivity_a,1,128,6763,52,1,40,3,Meac,positive,train,false,balance_excluded,526,62dd74bc183b1e636013f1ebdea5c1985ee77d39428035ca180a0ce16c2be087
sensitivity_a,1,128,6764,52,1,40,3,Meac,positive,train,false,balance_excluded,104,1456b30c4877bdbc2903c91e22569a29c486c4d6cb7ec7a4755fce3cdfd6692f
sensitivity_a,1,128,6765,52,1,40,3,Meac,positive,train,false,balance_excluded,328,3c8ac387062e69c998e89f6a20656eb460ea1a7142607156863261c9bafda390
sensitivity_a,1,128,6766,52,1,40,3,Meac,positive,train,false,balance_excluded,285,367f9eddf2ea0d0e1ddfea9491d91e635ade9ec70078841846d2ad1c97e52776
sensitivity_a,1,128,6767,52,1,40,3,Meac,positive,train,false,balance_excluded,726,8690d71b6fb35606a22cece9885a919a0510684a7cdccab8049dec694f7b9a70
sensitivity_a,1,128,6768,52,1,40,3,Meac,positive,train,false,balance_excluded,630,75dab9b497d5e45d94b0bc59e4f63f59c8ffd9e6df6e07c1bf7ba5ff4899225e
sensitivity_a,1,128,6769,52,1,40,3,Meac,positive,train,false,balance_excluded,397,47cd35baf9ad1fcfea104ef6ed49a7e51d91a67b715c5b3d954abe6d6a66c57c
sensitivity_a,1,128,6770,52,1,40,3,Meac,positive,train,false,balance_excluded,473,56869a8aeae957b5c298aaebdfe7afd9ccf69babc09b88b2ecdec3174be6655b
sensitivity_a,1,128,6771,52,1,40,3,Meac,positive,train,false,balance_excluded,975,b51c20b2de27c2959419d5fdad9f9da0069cf6eb4cc04a02d7624d132c6e505e
sensitivity_a,1,128,6772,52,1,40,3,Meac,positive,train,false,balance_excluded,110,15324a9209138bbc6e252d6bd0b4faa5da6e23b5c52f967762c0f1fe81f4b0f6
sensitivity_a,1,128,6773,52,1,40,3,Meac,positive,train,false,balance_excluded,461,54bd7c8312eb93d3e3974ae7758e646fe7af42b462a9f58423eb643daed9ec58
sensitivity_a,1,128,6774,52,1,40,3,Meac,positive,train,false,balance_excluded,673,7d1eecf4222b52c751a59c87a4c89146fe3180b13fbacfcf545990ed266d8596
sensitivity_a,1,128,6775,52,1,40,3,Meac,positive,train,false,balance_excluded,916,ab78b0d7ec20a98bd7db23bda6d9a43bae8be1ae74c70749603189aa72427725
sensitivity_a,1,128,6776,52,1,40,3,Meac,positive,train,false,balance_excluded,929,ad26c2a7e70d84efee4b459196535fccca8e9a8d26aa65b64999c3b3519c5515
sensitivity_a,1,128,7269,56,1,40,3,Meac,positive,train,false,balance_excluded,1203,e400ff272e1ce21d7f545d58acd163ea391b0b629b37f4f3ef847ac1cbbf65fd
sensitivity_a,1,128,7270,56,1,40,3,Meac,positive,train,false,balance_excluded,1001,b9b25adce9b9e9fd8c3169dedc70805387a70f21ae4f1e3e640ac84fa650be59
sensitivity_a,1,128,7271,56,1,40,3,Meac,positive,train,false,balance_excluded,648,7867a42028e587f144c0be028c6d924af7adb0bed6b31279c7b35607e4b3e93f
sensitivity_a,1,128,7272,56,1,40,3,Meac,positive,train,false,balance_excluded,241,2d747c016f8bf918e3327d0fc839492824177ea07ae9f06fad419917c002ee5d
sensitivity_a,1,128,7273,56,1,40,3,Meac,positive,train,false,balance_excluded,444,506d45baabbb23d79e5c7bedb2e3849d23e6f98d32b0fcebf76821598a4b81c8
sensitivity_a,1,128,7274,56,1,40,3,Meac,positive,train,false,balance_excluded,1224,e77830beadcb26b391dd685e05e3078d9a700eb2d36acd9c1617adad1d880020
sensitivity_a,1,128,7275,56,1,40,3,Meac,positive,train,false,balance_excluded,458,54339861e8a40e8e03a48bb4220b1e46b5bc1f2e6ff89af3bf39741962fe590a
sensitivity_a,1,128,7276,56,1,40,3,Meac,positive,train,false,balance_excluded,806,965d78428f44b3b79af1df71446c89ea79a20c74e970eae6171741df0dd9f9ed
sensitivity_a,1,128,7277,56,1,40,3,Meac,positive,train,false,balance_excluded,917,ab83500a21635f2202f9b2abb485bc53491b3f66313041e85a4c647b18202f53
sensitivity_a,1,128,7278,56,1,40,3,Meac,positive,train,false,balance_excluded,833,9bd5b8dcd9f5867307fbe7917a1a60290477f7dd178d1c8f1c74ac0ada29d7be
sensitivity_a,1,128,7279,56,1,40,3,Meac,positive,train,false,balance_excluded,778,917fe75578070c518798741a4d7ba9d6ea2f397179ba70f52b87732ebc54105d
sensitivity_a,1,128,7280,56,1,40,3,Meac,positive,train,false,balance_excluded,1138,d6afcacf72509445af5e723d18c1f95b28d3d712ef721e59b8d8ef9177a02aa5
sensitivity_a,1,128,7281,56,1,40,3,Meac,positive,train,false,balance_excluded,277,3506d56d3254ad33cc5544ebdd8d4fcd95b186b7662ea65a5c314dee9773b70f
sensitivity_a,1,128,7282,56,1,40,3,Meac,positive,train,false,balance_excluded,994,b7e9805100866de47091409ab05774a19318de57b7d2b11f50360b4ffcd0c601
sensitivity_a,1,128,7283,56,1,40,3,Meac,positive,train,false,balance_excluded,1013,bbca161c8c9e6e9d7019037bbdbf0460d862d13112d5abde2aa4e4f4a49488ce
sensitivity_a,1,128,7284,56,1,40,3,Meac,positive,train,false,balance_excluded,1108,d15724db0d5bf0f0128bcfc9f03ccf2f4f5c85788087d3ec0b956815494a719a
sensitivity_a,1,128,7285,56,1,40,3,Meac,positive,train,false,balance_excluded,54,08ead75aa135eb80424512fde7129a636f609531565e46803b6b81872f970581
sensitivity_a,1,128,7286,56,1,40,3,Meac,positive,train,false,balance_excluded,647,77fa91a94b60214a9f09fa2f32195fb32a318da05f26a4fd47103b3460a82cb0
sensitivity_a,1,128,7287,56,1,40,3,Meac,positive,train,false,balance_excluded,651,78e87774c8352b69c034e26062fc430c9097a117c4eecb9790cf620e9996a0b6
sensitivity_a,1,128,7288,56,1,40,3,Meac,positive,train,false,balance_excluded,1197,e2318dca2c4b2ae3ee999f58ffaadc99bd5e2dd86cd5af5d4b495be154646af7
sensitivity_a,1,128,7289,56,1,40,3,Meac,positive,train,false,balance_excluded,928,ad0b773844d79c73f0c107923803da015a44b4731d3195fdba4a065f87cd7485
sensitivity_a,1,128,7290,56,1,40,3,Meac,positive,train,false,balance_excluded,380,44f205ac1b0cefa9ed70181fb2b25d93026fedfe080ab05a3e1950a16b6ec031
sensitivity_a,1,128,7291,56,1,40,3,Meac,positive,train,false,balance_excluded,336,3d8a73ca681384f0f2e3711845af3a85fd83fc39db2b834cc3003cbc783c048c
sensitivity_a,1,128,7292,56,1,40,3,Meac,positive,train,false,balance_excluded,729,878e002115744b40a18d70eb8c8b1a25b0655d69dc4a3b1f5cefa2ba26733f4b
sensitivity_a,1,128,7293,56,1,40,3,Meac,positive,train,false,balance_excluded,296,381fe409aa804cadbba2499121e910ca3c221af0d531ae8e8716f2d74b48fb20
sensitivity_a,1,128,7294,56,1,40,3,Meac,positive,train,false,balance_excluded,573,6d4c4fcf9c1f3d828d5c55346d1cc2bdad43f1079c9e217fb18c4465ca650fce
sensitivity_a,1,128,7295,56,1,40,3,Meac,positive,train,false,balance_excluded,1232,e8990eb4ad58302ef1b36977ffa306ed8bce9fa0167a78f17ba08d849438b04d
sensitivity_a,1,128,7296,57,1,40,3,Meac,positive,train,false,balance_excluded,979,b5ccc2ed41fd6138ffc636940deebc22a9254c520ed99c311d7cdc8e3cc01bde
sensitivity_a,1,128,7297,57,1,40,3,Meac,positive,train,false,balance_excluded,1163,dbc0479affe5f00bf7908f62e588538344a258a40a5be650307dc6aa92c780fa
sensitivity_a,1,128,7298,57,1,40,3,Meac,positive,train,false,balance_excluded,41,071c655d6c1739694cc7d3fc35e74c4ca35783dde111fc86eaa0a23938725d29
sensitivity_a,1,128,7299,57,1,40,3,Meac,positive,train,false,balance_excluded,644,77d959b6747809f619b34ef46e1f02ddc97910bbfef15396138cd0f35df34bd6
sensitivity_a,1,128,7300,57,1,40,3,Meac,positive,train,false,balance_excluded,1318,f8e80c37f099beedf6dc79335a595b6da24c916ebaba755a8127cc3d5331c17d
sensitivity_a,1,128,7301,57,1,40,3,Meac,positive,train,false,balance_excluded,1176,df001f9154f1aeb96e2a3f74651b48146545acc9741d552458457a5a5aacc18a
sensitivity_a,1,128,7302,57,1,40,3,Meac,positive,train,false,balance_excluded,49,08a2349f8125dcc23d6a82c8fba64799a3bf549b9a58a7e274869c2d455fedb0
sensitivity_a,1,128,7303,57,1,40,3,Meac,positive,train,false,balance_excluded,701,822197f8b4432a6b15ed1f783f5dce5a633d888bce96caa5e40a7007546cbcef
sensitivity_a,1,128,7304,57,1,40,3,Meac,positive,train,false,balance_excluded,80,0f2714244325a72851b7450a85ade3d10efe9f74500dbfcdc94b506bb9a51a05
sensitivity_a,1,128,7305,57,1,40,3,Meac,positive,train,false,balance_excluded,235,2cae79a3a67587df92a026a5f6237748f51c42216fe0a0d83faca941e6b7410e
sensitivity_a,1,128,7306,57,1,40,3,Meac,positive,train,false,balance_excluded,325,3c386c0581a3ac83c13add39b3924c67b40ecef58b5da17f6bb6d95e8a584a50
sensitivity_a,1,128,7307,57,1,40,3,Meac,positive,train,false,balance_excluded,991,b74810bcba13186d7203b7f005b065ceceb23d77cdbeb076a3a168d2bfc5a387
sensitivity_a,1,128,7308,57,1,40,3,Meac,positive,train,false,balance_excluded,320,3b32fcd0a70085d2027bef56c3b9609e837b132d7d08af8b11fb80c5f027a075
sensitivity_a,1,128,7309,57,1,40,3,Meac,positive,train,false,balance_excluded,15,01bd6b418690e9bf1d4cd28c55407ef0bd8f692f224fddebe4c27cb4f3da69f5
sensitivity_a,1,128,7310,57,1,40,3,Meac,positive,train,false,balance_excluded,738,89b72880b9c0e76239ac0a8aa12dc426bf87748529b5b4952928709b47bf053e
sensitivity_a,1,128,7311,57,1,40,3,Meac,positive,train,false,balance_excluded,996,b8704f4cf7d2d28df9c92016a8818c0d4e976432d910e0847cb3907caf675c02
sensitivity_a,1,128,7312,57,1,40,3,Meac,positive,train,false,balance_excluded,670,7c5741bf093aa4c16662d362352116ce04c5e63016d83e6919620566a153f4da
sensitivity_a,1,128,7313,57,1,40,3,Meac,positive,train,false,balance_excluded,151,1dc08321ae0a552d738edfa1e89f769440752679f82ef53acacaa2c64dc846d4
sensitivity_a,1,128,7314,57,1,40,3,Meac,positive,train,false,balance_excluded,845,9d67750ae771b986a54d75fd9f2d18fb21f31e510b67477e4d15c43970176acc
sensitivity_a,1,128,7315,57,1,40,3,Meac,positive,train,false,balance_excluded,11,015ad38aa9bd6c302352e61142dc736c720fdc4376379112830f89574b3d95e0
sensitivity_a,1,128,7316,57,1,40,3,Meac,positive,train,false,balance_excluded,139,1ad1e0abc96cfbb723bced1ff32a222feea735a2bc98b154e9ba01c58b8f23eb
sensitivity_a,1,128,7317,57,1,40,3,Meac,positive,train,false,balance_excluded,1218,e5bf832ffac5b964648c3d7cbbe616c29b2f4b6780be19bc8c719cd82f8f899b
sensitivity_a,1,128,7318,57,1,40,3,Meac,positive,train,false,balance_excluded,389,4665d00ac55ac94eed600e0834b6c462d9cfa9a28dc5ab57ffecad83cb8ced91
sensitivity_a,1,128,7319,57,1,40,3,Meac,positive,train,false,balance_excluded,293,377397c797b003b413e823a6285789b95ca0212e1380a13ac3aab1a798cd4db8
sensitivity_a,1,128,7320,57,1,40,3,Meac,positive,train,false,balance_excluded,715,844a8f25a0a95f1cab797c4f723e71239cdfba4cc6d9f9c76b9b504cf2a9ad05
sensitivity_a,1,128,7321,57,1,40,3,Meac,positive,train,false,balance_excluded,226,2ae665db6fe35ac5503d65f9f1a0680cb55128e372b8472b2bbe3bae2a786232
sensitivity_a,1,128,7322,57,1,40,3,Meac,positive,train,false,balance_excluded,772,9077f15ee4c82e261e3994e6525224173110be168a958f2aba76f9f06f6c1784
sensitivity_a,1,128,7323,57,1,40,3,Meac,positive,train,false,balance_excluded,690,80a7c65b3a7dae14bf09a6b95ca194b5f7f7f28ec810236153aa8eb9628b982d
sensitivity_a,1,128,7324,57,1,40,3,Meac,positive,train,false,balance_excluded,463,550f525dde77ffab0a32813e5832228b92c9da45d6274fba508858bcc791dab6
sensitivity_a,1,128,7325,57,1,40,3,Meac,positive,train,false,balance_excluded,1267,efbf2a0abe2b62ade8fd976884eb53b47d150abce5376c2e0e96613438923da7
sensitivity_a,1,128,7326,57,1,40,3,Meac,positive,train,false,balance_excluded,865,a3620b69e7abd6b6ea1b1a4ca803749da8d98dd44b6ef6ca2fc64e03f16cdca0
sensitivity_a,1,128,7327,57,1,40,3,Meac,positive,train,false,balance_excluded,697,81b2751865f4253f1383d0f9655469426e9472b86e3e3d93b84aba51b2b815ac
sensitivity_a,1,128,7328,57,1,40,3,Meac,positive,train,false,balance_excluded,132,18a8d064f8e4f6ddffb6789fecd4858ef6609d5a8e91033bd5d284e852552442
sensitivity_a,1,128,7329,57,1,40,3,Meac,positive,train,false,balance_excluded,1320,f9144af4f1a1d8dd65323c51d0c1a289b79e9b58b10e2a6105082869313fb9b4
sensitivity_a,1,128,7330,57,1,40,3,Meac,positive,train,false,balance_excluded,103,13e3ec0bdb3b82977876d5c0d20cd2196e9b040d5eb2b9fe0b2e1bf630803009
sensitivity_a,1,128,7331,57,1,40,3,Meac,positive,train,false,balance_excluded,187,24bef42d933afa42db50e999df5d420f845643b2b8966a8b020065034fbf9095
sensitivity_a,1,128,7332,57,1,40,3,Meac,positive,train,false,balance_excluded,45,07f7433c15c5aa506ac7e541bbb218ee99f14c469ff921b7e1a639ab65b6d338
sensitivity_a,1,128,7333,57,1,40,3,Meac,positive,train,false,balance_excluded,171,229099e081897b9e4412fa2a1498242eb40a966ba86d03f5fea69e9894a7827b
sensitivity_a,1,128,7334,57,1,40,3,Meac,positive,train,false,balance_excluded,472,567da8f679eb168637d01a80d454f0d5a6f5e442c82c4ffd89142444519c5bb0
sensitivity_a,1,128,7335,57,1,40,3,Meac,positive,train,false,balance_excluded,1015,bbe7a84f8e2e26d1ac58ca5ad6054376b56e865dc01956306de3a95f88103be2
sensitivity_a,1,128,7336,57,1,40,3,Meac,positive,train,false,balance_excluded,267,3327ee1688ad1ac2f38dfe5a1ff99e55a5b324dd008d660ec9fcd632fcef9a51
sensitivity_a,1,128,7337,57,1,40,3,Meac,positive,train,false,balance_excluded,603,71a9b2b4d11e463de8df38dee33a0a22a442de68aa4c492ae832dba82419918e
sensitivity_a,1,128,7338,57,1,40,3,Meac,positive,train,false,balance_excluded,484,58ebedaa7576a9f005af10a0d292bd0b236409c0c1e9bcaea8e8aca4515e5c28
sensitivity_a,1,128,7339,57,1,40,3,Meac,positive,train,false,balance_excluded,652,79207f29710a25122dabe7fdd8cd13be79da8b246957d358a7443c4326e369c7
sensitivity_a,1,128,7340,57,1,40,3,Meac,positive,train,false,balance_excluded,57,0994e31dcc8e3213cc811578c7661f33bb348c614743b96e9c2f284b8380e339
sensitivity_a,1,128,7341,57,1,40,3,Meac,positive,train,false,balance_excluded,13,01901eb5a01864b6f135bfe3113b0b29ebb76ae633801d0bb1447e8942cbbcce
sensitivity_a,1,128,7342,57,1,40,3,Meac,positive,train,false,balance_excluded,411,4a438493b232b9f87ed4b66fdd3716c798f6391cd1c87bab008d8f2eaa55478e
sensitivity_a,1,128,7343,57,1,40,3,Meac,positive,train,false,balance_excluded,557,683291fa30aec2da3e4b3c27f6c8f068b737f02c171d0e05457b48541bc75129
sensitivity_a,1,128,7344,57,1,40,3,Meac,positive,train,false,balance_excluded,983,b664f04bde1bd01e5dc70d44e7d2e0f4b0c90d3d242da40cba60df90416bb895
sensitivity_a,1,128,7345,57,1,40,3,Meac,positive,train,false,balance_excluded,261,31548d8a6fba7f31f73419597e74a3f95f16eab7832e36cad411f977aea6b2c6
sensitivity_a,1,128,7346,57,1,40,3,Meac,positive,train,false,balance_excluded,1060,c5724f24258a8432b57e8c9e0773d9525351dea4d843e575907e0824a1c08d03
sensitivity_a,1,128,7347,57,1,40,3,Meac,positive,train,false,balance_excluded,658,7af80f105c9785e43d8400248a84dc125ede8a161e2f83cfb034a8c6e91d9134
sensitivity_a,1,128,7348,57,1,40,3,Meac,positive,train,false,balance_excluded,531,63acadbc2e75d3652f6de8e34353b40639c2c5ec3082f5a88f9a3f2d97617bb4
sensitivity_a,1,128,7349,57,1,40,3,Meac,positive,train,false,balance_excluded,453,5236b73595d75a6bbb98fd1c9defae86190f02c14fb9d8c16294fce1a7edba2e
sensitivity_a,1,128,7350,57,1,40,3,Meac,positive,train,false,balance_excluded,776,911e0e2ac501af5f74c602d13b4cb17e405380acbba36ccc8f57a31716aa370b
sensitivity_a,1,128,7351,57,1,40,3,Meac,positive,train,false,balance_excluded,646,77f99ebd4895a8dbb03abd360d796f2a597ec0030e35192e7943c54f89364570
sensitivity_a,1,128,7352,57,1,40,3,Meac,positive,train,true,train,0,002aa177a96be6a99cbc6e85c5081b389e6e60a8c0ea691af76b01e8ed4ead86
sensitivity_a,1,128,7353,57,1,40,3,Meac,positive,train,false,balance_excluded,1252,ecf98cf91a843feac9c4ef55eac0e77815145bbcbeea7c6a9a1aed1893e456f8
sensitivity_a,1,128,7354,57,1,40,3,Meac,positive,train,false,balance_excluded,547,66aa3756966504acb001b8eb661d49b88a37bc15a80eaf597df37a56ef3f16de
sensitivity_a,1,128,7355,57,1,40,3,Meac,positive,train,false,balance_excluded,38,06152e6c77ebaa3429c75c6f60d6a5d26eee4d45fba72cbc6e18707ba679dc17
sensitivity_a,1,128,7356,57,1,40,3,Meac,positive,train,false,balance_excluded,287,36f1d361efd0800e55046cfa1918b02d6cc1dfe3dd26d4637b25c6dd5145509e
sensitivity_a,1,128,7357,57,1,40,3,Meac,positive,train,false,balance_excluded,622,747dfc16ec4c20e7cebd86815524457549180ecbc00b2c384362dee7c60ab658
sensitivity_a,1,128,7358,57,1,40,3,Meac,positive,train,false,balance_excluded,142,1b5dca857ebb93b42a8face9d3e63b7a6f68ac4813e67ae26794bcccea94dc57
sensitivity_a,1,128,7359,57,1,40,3,Meac,positive,train,false,balance_excluded,665,7b8994ff39e1c8f07de12ec61e3521c751606c4ecd6386d1d4addd1662825831
sensitivity_a,1,128,7360,57,1,40,3,Meac,positive,train,false,balance_excluded,96,1312c40871a8242cbf084b6f2926777cce4fe81de9fb7516922dcd56332aa539
sensitivity_a,1,128,7361,57,1,40,3,Meac,positive,train,false,balance_excluded,786,92eb3edea172e5e8967c88371a4efa6a17210585fd9e70ba6ff9d57a17bd9962
sensitivity_a,1,128,7362,57,1,40,3,Meac,positive,train,false,balance_excluded,1325,fa0f732849f165ec82c7f2e0d3c8c71d9e49817543757a682711c44f1ed98597
sensitivity_a,1,128,7363,57,1,40,3,Meac,positive,train,false,balance_excluded,576,6db4a364c7fb295c12be03452801e4f9029fd4ec8f02174bd2dcde0ffc6c94ea
sensitivity_a,1,128,7364,57,1,40,3,Meac,positive,train,false,balance_excluded,1158,dac7cdfb7772eb1f8d9a691bc7f47f2de019fa80f4d1b59b9a07711a6656d170
sensitivity_a,1,128,7365,57,1,40,3,Meac,positive,train,false,balance_excluded,854,a1430571d471a3d904d17badd6a6d01ad0a52b4bd731e7a1d56780862158f105
sensitivity_a,1,128,7366,57,1,40,3,Meac,positive,train,false,balance_excluded,350,400ecc85a53b64075a4a43c7d1f36885139759de154ab7ba654ef893adf204db
sensitivity_a,1,128,7367,57,1,40,3,Meac,positive,train,false,balance_excluded,130,188298c4f2ef61289e73911968f019232128f9c2cae9c742070542a6bc942dd8
sensitivity_a,1,128,7368,57,1,40,3,Meac,positive,train,false,balance_excluded,535,648efeb0591400fd559bc627118bc052f2c8b3653b9bf1ef3acae3d149359f90
sensitivity_a,1,128,7369,57,1,40,3,Meac,positive,train,false,balance_excluded,383,459b43a0cccbe3cc961d837389f685d0c6f588bd06aa25390b501f9685857332
sensitivity_a,1,128,7370,57,1,40,3,Meac,positive,train,false,balance_excluded,1240,eacefe9cec7ce258cf1a42bbce1660444b8e49d14918a51336b740a14e99d126
sensitivity_a,1,128,7371,57,1,40,3,Meac,positive,train,false,balance_excluded,163,205a04013858840bd6be5fb4fa58e720644f160b3f14203f717cf359baf23c3f
sensitivity_a,1,128,7372,57,1,40,3,Meac,positive,train,false,balance_excluded,642,7783719909158719ea160cd01edb3335c483fb9c14f7696020f9440d8cacbe41
