sample_index,area,transmit_power_dbm,class_id,class_name,binary_class,reason
31708,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31709,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31710,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31711,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31712,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31713,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31714,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31715,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31716,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31717,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31718,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31719,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31720,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31721,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31722,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31723,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31724,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31725,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31726,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31727,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31728,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31729,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31730,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31731,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31732,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31733,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31734,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31735,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31736,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31737,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31738,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31739,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31740,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31741,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31742,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31743,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31744,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31745,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31746,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31747,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31748,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31749,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31750,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31751,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31752,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31753,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31754,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31755,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31756,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31757,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31758,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31759,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31760,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31761,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31762,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31763,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31764,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31765,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31766,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31767,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31768,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31769,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31770,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31771,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31772,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31773,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31774,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31775,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31776,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31777,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31778,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31779,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31780,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31781,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31782,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31783,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31784,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31785,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31786,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31787,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31788,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31789,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31790,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31791,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31792,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31793,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31794,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31795,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31796,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31797,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31798,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31799,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31800,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31801,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31802,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31803,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31804,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31805,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31806,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31807,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31808,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31809,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31810,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31811,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31812,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31813,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31814,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31815,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31816,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31817,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31818,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31819,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31820,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31821,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31822,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31823,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31824,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31825,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31826,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31827,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31828,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31829,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31830,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31831,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31832,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31833,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31834,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31835,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31836,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31837,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31838,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31839,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31840,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31841,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31842,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31843,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31844,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31845,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31846,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31847,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31848,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31849,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31850,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31851,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31852,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31853,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31854,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31855,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31856,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31857,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31858,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31859,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31860,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31861,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31862,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31863,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31864,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31865,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31866,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31867,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31868,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31869,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31870,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31871,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31872,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31873,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31874,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31875,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31876,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31877,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31878,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31879,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31880,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31881,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31882,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31883,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31884,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31885,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31886,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31887,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31888,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31889,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31890,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31891,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31892,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31893,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31894,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31895,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31896,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31897,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31898,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31899,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31900,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31901,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31902,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31903,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31904,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31905,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31906,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31907,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31908,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31909,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31910,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31911,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31912,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31913,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31914,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31915,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31916,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31917,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31918,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31919,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31920,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31921,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31922,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31923,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31924,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31925,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31926,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31927,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31928,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31929,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31930,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31931,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31932,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31933,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31934,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31935,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31936,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31937,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31938,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31939,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31940,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31941,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31942,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31943,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31944,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31945,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31946,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31947,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31948,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31949,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31950,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31951,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31952,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31953,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31954,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31955,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31956,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31957,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31958,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31959,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31960,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31961,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31962,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31963,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31964,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31965,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31966,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31967,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31968,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31969,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31970,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31971,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31972,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31973,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31974,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31975,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31976,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31977,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31978,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31979,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31980,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31981,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31982,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31983,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31984,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31985,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31986,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31987,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31988,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31989,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31990,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31991,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31992,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31993,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31994,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31995,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31996,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31997,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31998,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
31999,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
32000,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
32001,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
32002,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
32003,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
32004,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
32005,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
32006,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
32007,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
32008,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
32009,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
32010,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
32011,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
32012,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
32013,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
32014,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
32015,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
32016,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
32017,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
32018,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
32019,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
32020,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
32021,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
32022,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
32023,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
32024,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
32025,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
32026,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
32027,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
32028,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
32029,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
32030,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
32031,2,-50,5,Chirp,negative,PRIMARY_EXCLUDED_AREA_NOT_1
