scenario,physical_recording_id,block_recording_id,event_id,window_bin_s,target_source_start_s,history_blocks,cadence_seconds,block_end_s,block_start_s,sample_offset,sample_count,block_features_json,context_features_json,linked_prns,linked_pair_count,history_reducer
DS8,DS8,DS8,DS8@206.5,206.5,205.8773956,4,0.5,204.00999999999999;204.50999999999999;205.00999999999999;205.50999999999999,204;204.5;205;205.5,5100000000;5112500000;5125000000;5137500000,250000;250000;250000;250000,"[[15.555477155190344,7.236475137612629,0.38651412674414193,0.23735169593760008],[15.564271245305267,7.242612756303995,0.38718897087794873,0.23573486080176068],[15.589261098422849,7.242985585832197,0.37054427883729907,0.24995628707862216],[15.55990181571531,7.238399284652207,0.38637466340738796,0.2388364124550812]]","[15.567227828658442,7.240118191100257,0.3826555099666944,0.240469814068266]",G03;G06;G07;G10;G11;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
DS8,DS8,DS8,DS8@207,207.0,206.3773956,4,0.5,204.50999999999999;205.00999999999999;205.50999999999999;206.00999999999999,204.5;205;205.5;206,5112500000;5125000000;5137500000;5150000000,250000;250000;250000;250000,"[[15.564271245305267,7.242612756303995,0.38718897087794873,0.23573486080176068],[15.589261098422849,7.242985585832197,0.37054427883729907,0.24995628707862216],[15.55990181571531,7.238399284652207,0.38637466340738796,0.2388364124550812],[15.567647063323822,7.239106329222355,0.3882120868452268,0.24143968270360594]]","[15.57027030569181,7.240775989002689,0.3830799999919656,0.24149181075976747]",G03;G06;G07;G10;G11;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
DS8,DS8,DS8,DS8@207.5,207.5,206.8773956,4,0.5,205.00999999999999;205.50999999999999;206.00999999999999;206.50999999999999,205;205.5;206;206.5,5125000000;5137500000;5150000000;5162500000,250000;250000;250000;250000,"[[15.589261098422849,7.242985585832197,0.37054427883729907,0.24995628707862216],[15.55990181571531,7.238399284652207,0.38637466340738796,0.2388364124550812],[15.567647063323822,7.239106329222355,0.3882120868452268,0.24143968270360594],[15.586113602795166,7.23872769435291,0.37881667012103526,0.25283024848259855]]","[15.575730895064286,7.239804723514918,0.3809869248027372,0.245765657679977]",G03;G06;G07;G10;G11;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
DS8,DS8,DS8,DS8@208,208.0,207.3773956,4,0.5,205.50999999999999;206.00999999999999;206.50999999999999;207.00999999999999,205.5;206;206.5;207,5137500000;5150000000;5162500000;5175000000,250000;250000;250000;250000,"[[15.55990181571531,7.238399284652207,0.38637466340738796,0.2388364124550812],[15.567647063323822,7.239106329222355,0.3882120868452268,0.24143968270360594],[15.586113602795166,7.23872769435291,0.37881667012103526,0.25283024848259855],[15.593026771755952,7.24409698910498,0.37391301995043036,0.25479439752865296]]","[15.576672313397562,7.240082574333114,0.3818291100810201,0.24697518529248466]",G03;G06;G07;G10;G11;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
DS8,DS8,DS8,DS8@208.5,208.5,207.8773956,4,0.5,206.00999999999999;206.50999999999999;207.00999999999999;207.50999999999999,206;206.5;207;207.5,5150000000;5162500000;5175000000;5187500000,250000;250000;250000;250000,"[[15.567647063323822,7.239106329222355,0.3882120868452268,0.24143968270360594],[15.586113602795166,7.23872769435291,0.37881667012103526,0.25283024848259855],[15.593026771755952,7.24409698910498,0.37391301995043036,0.25479439752865296],[15.586602595680716,7.2400749952549415,0.3769282038611492,0.256242245667662]]","[15.583347508388915,7.240501501983797,0.37946749519446044,0.2513266435956299]",G03;G06;G07;G10;G11;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
DS8,DS8,DS8,DS8@209,209.0,208.3773956,4,0.5,206.50999999999999;207.00999999999999;207.50999999999999;208.00999999999999,206.5;207;207.5;208,5162500000;5175000000;5187500000;5200000000,250000;250000;250000;250000,"[[15.586113602795166,7.23872769435291,0.37881667012103526,0.25283024848259855],[15.593026771755952,7.24409698910498,0.37391301995043036,0.25479439752865296],[15.586602595680716,7.2400749952549415,0.3769282038611492,0.256242245667662],[15.579054629125325,7.237157460434795,0.3762118825798505,0.25056554342098947]]","[15.58619939983929,7.2400142847869065,0.3764674441281164,0.25360810877497575]",G03;G06;G07;G10;G11;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
DS8,DS8,DS8,DS8@209.5,209.5,208.8773956,4,0.5,207.00999999999999;207.50999999999999;208.00999999999999;208.50999999999999,207;207.5;208;208.5,5175000000;5187500000;5200000000;5212500000,250000;250000;250000;250000,"[[15.593026771755952,7.24409698910498,0.37391301995043036,0.25479439752865296],[15.586602595680716,7.2400749952549415,0.3769282038611492,0.256242245667662],[15.579054629125325,7.237157460434795,0.3762118825798505,0.25056554342098947],[15.555873470003885,7.235606025404583,0.3890016580258563,0.23611907575650898]]","[15.578639366641468,7.2392338675498245,0.3790136911043216,0.24943031559345336]",G03;G06;G07;G10;G11;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
DS8,DS8,DS8,DS8@210,210.0,209.3773956,4,0.5,207.50999999999999;208.00999999999999;208.50999999999999;209.00999999999999,207.5;208;208.5;209,5187500000;5200000000;5212500000;5225000000,250000;250000;250000;250000,"[[15.586602595680716,7.2400749952549415,0.3769282038611492,0.256242245667662],[15.579054629125325,7.237157460434795,0.3762118825798505,0.25056554342098947],[15.555873470003885,7.235606025404583,0.3890016580258563,0.23611907575650898],[15.566902434697779,7.236647385749902,0.38214548607639365,0.24480960714420053]]","[15.572108282376927,7.237371466711055,0.3810718076358124,0.24693411799734027]",G03;G06;G07;G10;G11;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
DS8,DS8,DS8,DS8@210.5,210.5,209.8773956,4,0.5,208.00999999999999;208.50999999999999;209.00999999999999;209.50999999999999,208;208.5;209;209.5,5200000000;5212500000;5225000000;5237500000,250000;250000;250000;250000,"[[15.579054629125325,7.237157460434795,0.3762118825798505,0.25056554342098947],[15.555873470003885,7.235606025404583,0.3890016580258563,0.23611907575650898],[15.566902434697779,7.236647385749902,0.38214548607639365,0.24480960714420053],[15.587911017752116,7.24084514698411,0.3747887654709415,0.2480281001140951]]","[15.572435387894778,7.237564004643348,0.38053694803826044,0.24488058160894854]",G03;G06;G07;G10;G11;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
DS8,DS8,DS8,DS8@211,211.0,210.3773956,4,0.5,208.50999999999999;209.00999999999999;209.50999999999999;210.00999999999999,208.5;209;209.5;210,5212500000;5225000000;5237500000;5250000000,250000;250000;250000;250000,"[[15.555873470003885,7.235606025404583,0.3890016580258563,0.23611907575650898],[15.566902434697779,7.236647385749902,0.38214548607639365,0.24480960714420053],[15.587911017752116,7.24084514698411,0.3747887654709415,0.2480281001140951],[15.586369931642551,7.240419243682843,0.3739282002693427,0.25074386143432265]]","[15.574264213524081,7.23837945045536,0.3799660274606335,0.2449251611122818]",G03;G06;G07;G10;G11;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
DS8,DS8,DS8,DS8@211.5,211.5,210.8773956,4,0.5,209.00999999999999;209.50999999999999;210.00999999999999;210.50999999999999,209;209.5;210;210.5,5225000000;5237500000;5250000000;5262500000,250000;250000;250000;250000,"[[15.566902434697779,7.236647385749902,0.38214548607639365,0.24480960714420053],[15.587911017752116,7.24084514698411,0.3747887654709415,0.2480281001140951],[15.586369931642551,7.240419243682843,0.3739282002693427,0.25074386143432265],[15.57861648984522,7.2382366497518476,0.37933922849902507,0.25173926899162563]]","[15.579949968484417,7.239037106542176,0.37755042007892575,0.248830209421061]",G03;G06;G07;G10;G11;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
DS8,DS8,DS8,DS8@212,212.0,211.3773956,4,0.5,209.50999999999999;210.00999999999999;210.50999999999999;211.00999999999999,209.5;210;210.5;211,5237500000;5250000000;5262500000;5275000000,250000;250000;250000;250000,"[[15.587911017752116,7.24084514698411,0.3747887654709415,0.2480281001140951],[15.586369931642551,7.240419243682843,0.3739282002693427,0.25074386143432265],[15.57861648984522,7.2382366497518476,0.37933922849902507,0.25173926899162563],[15.575557338780438,7.24221830001616,0.38234372086255736,0.24553833801629116]]","[15.582113694505082,7.24042983510874,0.37759997877546664,0.24901239213908366]",G03;G06;G07;G10;G11;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
DS8,DS8,DS8,DS8@212.5,212.5,211.8773956,4,0.5,210.00999999999999;210.50999999999999;211.00999999999999;211.50999999999999,210;210.5;211;211.5,5250000000;5262500000;5275000000;5287500000,250000;250000;250000;250000,"[[15.586369931642551,7.240419243682843,0.3739282002693427,0.25074386143432265],[15.57861648984522,7.2382366497518476,0.37933922849902507,0.25173926899162563],[15.575557338780438,7.24221830001616,0.38234372086255736,0.24553833801629116],[15.566906104713972,7.244762595850068,0.38640654486416587,0.23899991788289246]]","[15.576862466245545,7.241409197325229,0.38050442362377274,0.24675534658128298]",G03;G06;G07;G10;G11;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
DS8,DS8,DS8,DS8@213,213.0,212.3773956,4,0.5,210.50999999999999;211.00999999999999;211.50999999999999;212.00999999999999,210.5;211;211.5;212,5262500000;5275000000;5287500000;5300000000,250000;250000;250000;250000,"[[15.57861648984522,7.2382366497518476,0.37933922849902507,0.25173926899162563],[15.575557338780438,7.24221830001616,0.38234372086255736,0.24553833801629116],[15.566906104713972,7.244762595850068,0.38640654486416587,0.23899991788289246],[15.558992741492947,7.227834382219219,0.3794973316653078,0.2442856940568663]]","[15.570018168708145,7.2382629819593225,0.381896706472764,0.24514080473691888]",G03;G06;G07;G10;G11;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
DS8,DS8,DS8,DS8@213.5,213.5,212.8773956,4,0.5,211.00999999999999;211.50999999999999;212.00999999999999;212.50999999999999,211;211.5;212;212.5,5275000000;5287500000;5300000000;5312500000,250000;250000;250000;250000,"[[15.575557338780438,7.24221830001616,0.38234372086255736,0.24553833801629116],[15.566906104713972,7.244762595850068,0.38640654486416587,0.23899991788289246],[15.558992741492947,7.227834382219219,0.3794973316653078,0.2442856940568663],[15.573495088727753,7.241069917953423,0.38131901207617286,0.24276819583877765]]","[15.568737818428778,7.238971299009718,0.38239165236705097,0.2428980364487069]",G03;G06;G07;G10;G11;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
DS8,DS8,DS8,DS8@214,214.0,213.3773956,4,0.5,211.50999999999999;212.00999999999999;212.50999999999999;213.00999999999999,211.5;212;212.5;213,5287500000;5300000000;5312500000;5325000000,250000;250000;250000;250000,"[[15.566906104713972,7.244762595850068,0.38640654486416587,0.23899991788289246],[15.558992741492947,7.227834382219219,0.3794973316653078,0.2442856940568663],[15.573495088727753,7.241069917953423,0.38131901207617286,0.24276819583877765],[15.575121006542163,7.233846781048089,0.3745602052367936,0.25491501955074936]]","[15.56862873536921,7.2368784192677,0.38044577346061004,0.24524220683232142]",G03;G06;G07;G10;G11;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
DS8,DS8,DS8,DS8@214.5,214.5,213.8773956,4,0.5,212.00999999999999;212.50999999999999;213.00999999999999;213.50999999999999,212;212.5;213;213.5,5300000000;5312500000;5325000000;5337500000,250000;250000;250000;250000,"[[15.558992741492947,7.227834382219219,0.3794973316653078,0.2442856940568663],[15.573495088727753,7.241069917953423,0.38131901207617286,0.24276819583877765],[15.575121006542163,7.233846781048089,0.3745602052367936,0.25491501955074936],[15.592574789283136,7.240594950706094,0.37562237852524083,0.2571842854980567]]","[15.5750459065115,7.235836507981706,0.3777497318758788,0.2497882987361125]",G03;G06;G07;G10;G13;G16;G19;G20;G23;G30,10,arithmetic_mean_per_feature
DS8,DS8,DS8,DS8@215,215.0,214.3773956,4,0.5,212.50999999999999;213.00999999999999;213.50999999999999;214.00999999999999,212.5;213;213.5;214,5312500000;5325000000;5337500000;5350000000,250000;250000;250000;250000,"[[15.573495088727753,7.241069917953423,0.38131901207617286,0.24276819583877765],[15.575121006542163,7.233846781048089,0.3745602052367936,0.25491501955074936],[15.592574789283136,7.240594950706094,0.37562237852524083,0.2571842854980567],[15.55258742170402,7.231706374834307,0.3854617168167401,0.2389097298212616]]","[15.573444576564267,7.236804506135478,0.37924082816373683,0.24844430767721132]",G03;G06;G07;G10;G13;G16;G19;G20;G23;G30,10,arithmetic_mean_per_feature
DS8,DS8,DS8,DS8@215.5,215.5,214.8773956,4,0.5,213.00999999999999;213.50999999999999;214.00999999999999;214.50999999999999,213;213.5;214;214.5,5325000000;5337500000;5350000000;5362500000,250000;250000;250000;250000,"[[15.575121006542163,7.233846781048089,0.3745602052367936,0.25491501955074936],[15.592574789283136,7.240594950706094,0.37562237852524083,0.2571842854980567],[15.55258742170402,7.231706374834307,0.3854617168167401,0.2389097298212616],[15.577489996741821,7.239498153355371,0.3814149994669795,0.24735740314730975]]","[15.574443303567787,7.236411564985965,0.3792648250114385,0.24959160950434434]",G03;G06;G07;G10;G13;G16;G19;G20;G23;G30,10,arithmetic_mean_per_feature
DS8,DS8,DS8,DS8@216,216.0,215.3773956,4,0.5,213.50999999999999;214.00999999999999;214.50999999999999;215.00999999999999,213.5;214;214.5;215,5337500000;5350000000;5362500000;5375000000,250000;250000;250000;250000,"[[15.592574789283136,7.240594950706094,0.37562237852524083,0.2571842854980567],[15.55258742170402,7.231706374834307,0.3854617168167401,0.2389097298212616],[15.577489996741821,7.239498153355371,0.3814149994669795,0.24735740314730975],[15.576937062873325,7.24084137060483,0.3774124196321298,0.25081898483504855]]","[15.574897317650576,7.23816021237515,0.37997787861027255,0.24856760082541918]",G03;G06;G07;G10;G13;G16;G19;G20;G23;G30,10,arithmetic_mean_per_feature
DS8,DS8,DS8,DS8@216.5,216.5,215.8773956,4,0.5,214.00999999999999;214.50999999999999;215.00999999999999;215.50999999999999,214;214.5;215;215.5,5350000000;5362500000;5375000000;5387500000,250000;250000;250000;250000,"[[15.55258742170402,7.231706374834307,0.3854617168167401,0.2389097298212616],[15.577489996741821,7.239498153355371,0.3814149994669795,0.24735740314730975],[15.576937062873325,7.24084137060483,0.3774124196321298,0.25081898483504855],[15.568280849864507,7.2399696818982475,0.383040580370922,0.24356475932261096]]","[15.56882383279592,7.238003895173189,0.38183242907169285,0.2451627192815577]",G03;G06;G07;G10;G13;G16;G19;G20;G23;G30,10,arithmetic_mean_per_feature
DS8,DS8,DS8,DS8@217,217.0,216.3773956,4,0.5,214.50999999999999;215.00999999999999;215.50999999999999;216.00999999999999,214.5;215;215.5;216,5362500000;5375000000;5387500000;5400000000,250000;250000;250000;250000,"[[15.577489996741821,7.239498153355371,0.3814149994669795,0.24735740314730975],[15.576937062873325,7.24084137060483,0.3774124196321298,0.25081898483504855],[15.568280849864507,7.2399696818982475,0.383040580370922,0.24356475932261096],[15.556161340446547,7.235430225146311,0.3861327239159126,0.24189169254585655]]","[15.56971731248155,7.23893485775119,0.382000180846486,0.24590820996270646]",G03;G06;G07;G10;G13;G16;G19;G20;G23;G30,10,arithmetic_mean_per_feature
DS8,DS8,DS8,DS8@217.5,217.5,216.8773956,4,0.5,215.00999999999999;215.50999999999999;216.00999999999999;216.50999999999999,215;215.5;216;216.5,5375000000;5387500000;5400000000;5412500000,250000;250000;250000;250000,"[[15.576937062873325,7.24084137060483,0.3774124196321298,0.25081898483504855],[15.568280849864507,7.2399696818982475,0.383040580370922,0.24356475932261096],[15.556161340446547,7.235430225146311,0.3861327239159126,0.24189169254585655],[15.579481203350158,7.245641010280186,0.37918536482803494,0.24963914723045902]]","[15.570215114133635,7.240470571982393,0.3814427721867498,0.24647864598349375]",G03;G06;G07;G10;G13;G16;G19;G20;G23;G30,10,arithmetic_mean_per_feature
DS8,DS8,DS8,DS8@218,218.0,217.3773956,4,0.5,215.50999999999999;216.00999999999999;216.50999999999999;217.00999999999999,215.5;216;216.5;217,5387500000;5400000000;5412500000;5425000000,250000;250000;250000;250000,"[[15.568280849864507,7.2399696818982475,0.383040580370922,0.24356475932261096],[15.556161340446547,7.235430225146311,0.3861327239159126,0.24189169254585655],[15.579481203350158,7.245641010280186,0.37918536482803494,0.24963914723045902],[15.58281302848916,7.238210530983443,0.3837603662439824,0.2516783533862036]]","[15.571684105537592,7.239812862077047,0.38302975883971296,0.24669348812128253]",G03;G06;G07;G10;G13;G16;G19;G20;G23;G30,10,arithmetic_mean_per_feature
DS8,DS8,DS8,DS8@218.5,218.5,217.8773956,4,0.5,216.00999999999999;216.50999999999999;217.00999999999999;217.50999999999999,216;216.5;217;217.5,5400000000;5412500000;5425000000;5437500000,250000;250000;250000;250000,"[[15.556161340446547,7.235430225146311,0.3861327239159126,0.24189169254585655],[15.579481203350158,7.245641010280186,0.37918536482803494,0.24963914723045902],[15.58281302848916,7.238210530983443,0.3837603662439824,0.2516783533862036],[15.585366651942225,7.235644338623755,0.3738974440401311,0.2579930995474912]]","[15.575955556057021,7.238731526258424,0.3807439747570152,0.2503005731775026]",G03;G06;G07;G10;G13;G16;G19;G20;G23;G30,10,arithmetic_mean_per_feature
DS8,DS8,DS8,DS8@219,219.0,218.3773956,4,0.5,216.50999999999999;217.00999999999999;217.50999999999999;218.00999999999999,216.5;217;217.5;218,5412500000;5425000000;5437500000;5450000000,250000;250000;250000;250000,"[[15.579481203350158,7.245641010280186,0.37918536482803494,0.24963914723045902],[15.58281302848916,7.238210530983443,0.3837603662439824,0.2516783533862036],[15.585366651942225,7.235644338623755,0.3738974440401311,0.2579930995474912],[15.58054201832663,7.238286106845801,0.38236884354290096,0.25000198501218357]]","[15.582050725527044,7.239445496683296,0.3798030046637623,0.25232814629408434]",G03;G06;G07;G10;G13;G16;G19;G20;G23;G30,10,arithmetic_mean_per_feature
DS8,DS8,DS8,DS8@219.5,219.5,218.8773956,4,0.5,217.00999999999999;217.50999999999999;218.00999999999999;218.50999999999999,217;217.5;218;218.5,5425000000;5437500000;5450000000;5462500000,250000;250000;250000;250000,"[[15.58281302848916,7.238210530983443,0.3837603662439824,0.2516783533862036],[15.585366651942225,7.235644338623755,0.3738974440401311,0.2579930995474912],[15.58054201832663,7.238286106845801,0.38236884354290096,0.25000198501218357],[15.581221537540923,7.239266667848627,0.37950657782983294,0.25431858775397803]]","[15.582485809074736,7.237851911075406,0.3798833079142119,0.25349800642496406]",G03;G06;G07;G10;G13;G16;G19;G20;G23;G30,10,arithmetic_mean_per_feature
DS8,DS8,DS8,DS8@220,220.0,219.3773956,4,0.5,217.50999999999999;218.00999999999999;218.50999999999999;219.00999999999999,217.5;218;218.5;219,5437500000;5450000000;5462500000;5475000000,250000;250000;250000;250000,"[[15.585366651942225,7.235644338623755,0.3738974440401311,0.2579930995474912],[15.58054201832663,7.238286106845801,0.38236884354290096,0.25000198501218357],[15.581221537540923,7.239266667848627,0.37950657782983294,0.25431858775397803],[15.59009320685712,7.2382514886910245,0.3747063152067841,0.2600902098883411]]","[15.584305853666724,7.237862150502301,0.3776197951549123,0.25560097055049846]",G03;G06;G07;G10;G13;G16;G19;G20;G23;G30,10,arithmetic_mean_per_feature
DS8,DS8,DS8,DS8@220.5,220.5,219.8773956,4,0.5,218.00999999999999;218.50999999999999;219.00999999999999;219.50999999999999,218;218.5;219;219.5,5450000000;5462500000;5475000000;5487500000,250000;250000;250000;250000,"[[15.58054201832663,7.238286106845801,0.38236884354290096,0.25000198501218357],[15.581221537540923,7.239266667848627,0.37950657782983294,0.25431858775397803],[15.59009320685712,7.2382514886910245,0.3747063152067841,0.2600902098883411],[15.586146890045262,7.234340826656985,0.3746257352767525,0.25863783878815316]]","[15.584500913192484,7.237536272510609,0.3778018679640676,0.25576215536066393]",G03;G06;G07;G10;G13;G16;G19;G20;G23;G30,10,arithmetic_mean_per_feature
DS8,DS8,DS8,DS8@221,221.0,220.3773956,4,0.5,218.50999999999999;219.00999999999999;219.50999999999999;220.00999999999999,218.5;219;219.5;220,5462500000;5475000000;5487500000;5500000000,250000;250000;250000;250000,"[[15.581221537540923,7.239266667848627,0.37950657782983294,0.25431858775397803],[15.59009320685712,7.2382514886910245,0.3747063152067841,0.2600902098883411],[15.586146890045262,7.234340826656985,0.3746257352767525,0.25863783878815316],[15.555658839581028,7.2332626848332735,0.38375589458066534,0.24072257855769444]]","[15.578280118506083,7.236280417007478,0.37814863072350874,0.2534423037470417]",G03;G06;G07;G10;G13;G16;G19;G20;G23;G30,10,arithmetic_mean_per_feature
DS8,DS8,DS8,DS8@221.5,221.5,220.8773956,4,0.5,219.00999999999999;219.50999999999999;220.00999999999999;220.50999999999999,219;219.5;220;220.5,5475000000;5487500000;5500000000;5512500000,250000;250000;250000;250000,"[[15.59009320685712,7.2382514886910245,0.3747063152067841,0.2600902098883411],[15.586146890045262,7.234340826656985,0.3746257352767525,0.25863783878815316],[15.555658839581028,7.2332626848332735,0.38375589458066534,0.24072257855769444],[15.549365379091428,7.23065808556626,0.38710614513949987,0.23916507921349925]]","[15.57031607889371,7.2341282714368855,0.38004852255092547,0.24965392661192198]",G03;G06;G07;G10;G13;G16;G19;G20;G23;G30,10,arithmetic_mean_per_feature
DS8,DS8,DS8,DS8@222,222.0,221.3773956,4,0.5,219.50999999999999;220.00999999999999;220.50999999999999;221.00999999999999,219.5;220;220.5;221,5487500000;5500000000;5512500000;5525000000,250000;250000;250000;250000,"[[15.586146890045262,7.234340826656985,0.3746257352767525,0.25863783878815316],[15.555658839581028,7.2332626848332735,0.38375589458066534,0.24072257855769444],[15.549365379091428,7.23065808556626,0.38710614513949987,0.23916507921349925],[15.576429913176062,7.228988726896644,0.3774239012148938,0.2601173053423906]]","[15.566900255473445,7.231812580988291,0.3807279190529529,0.24966070047543437]",G03;G06;G07;G10;G13;G16;G19;G20;G23;G30,10,arithmetic_mean_per_feature
DS8,DS8,DS8,DS8@222.5,222.5,221.8773956,4,0.5,220.00999999999999;220.50999999999999;221.00999999999999;221.50999999999999,220;220.5;221;221.5,5500000000;5512500000;5525000000;5537500000,250000;250000;250000;250000,"[[15.555658839581028,7.2332626848332735,0.38375589458066534,0.24072257855769444],[15.549365379091428,7.23065808556626,0.38710614513949987,0.23916507921349925],[15.576429913176062,7.228988726896644,0.3774239012148938,0.2601173053423906],[15.547489775518072,7.2284699612392505,0.3877591752292353,0.2387800147050574]]","[15.557235976841648,7.230344864633857,0.38401127904107357,0.24469624445466043]",G03;G06;G07;G10;G13;G16;G19;G20;G23;G30,10,arithmetic_mean_per_feature
DS8,DS8,DS8,DS8@223,223.0,222.3773956,4,0.5,220.50999999999999;221.00999999999999;221.50999999999999;222.00999999999999,220.5;221;221.5;222,5512500000;5525000000;5537500000;5550000000,250000;250000;250000;250000,"[[15.549365379091428,7.23065808556626,0.38710614513949987,0.23916507921349925],[15.576429913176062,7.228988726896644,0.3774239012148938,0.2601173053423906],[15.547489775518072,7.2284699612392505,0.3877591752292353,0.2387800147050574],[15.579602964689808,7.237050313255719,0.3760960748687822,0.2590007969093101]]","[15.563222008118842,7.2312917717394685,0.3820963241131028,0.24926579904256432]",G03;G06;G07;G10;G13;G16;G19;G20;G23;G30,10,arithmetic_mean_per_feature
DS8,DS8,DS8,DS8@223.5,223.5,222.8773956,4,0.5,221.00999999999999;221.50999999999999;222.00999999999999;222.50999999999999,221;221.5;222;222.5,5525000000;5537500000;5550000000;5562500000,250000;250000;250000;250000,"[[15.576429913176062,7.228988726896644,0.3774239012148938,0.2601173053423906],[15.547489775518072,7.2284699612392505,0.3877591752292353,0.2387800147050574],[15.579602964689808,7.237050313255719,0.3760960748687822,0.2590007969093101],[15.547593542210617,7.230257109744927,0.3855769061438584,0.24106690600671857]]","[15.56277904889864,7.2311915277841345,0.3817140143641924,0.24974125574086914]",G03;G06;G07;G10;G13;G16;G19;G20;G23;G30,10,arithmetic_mean_per_feature
DS8,DS8,DS8,DS8@224,224.0,223.3773956,4,0.5,221.50999999999999;222.00999999999999;222.50999999999999;223.00999999999999,221.5;222;222.5;223,5537500000;5550000000;5562500000;5575000000,250000;250000;250000;250000,"[[15.547489775518072,7.2284699612392505,0.3877591752292353,0.2387800147050574],[15.579602964689808,7.237050313255719,0.3760960748687822,0.2590007969093101],[15.547593542210617,7.230257109744927,0.3855769061438584,0.24106690600671857],[15.553118080055734,7.232651892534513,0.3870211592654908,0.24232110584475916]]","[15.556951090618556,7.232107319193602,0.3841133288768417,0.2452922058664613]",G03;G06;G07;G10;G13;G16;G19;G20;G23;G30,10,arithmetic_mean_per_feature
DS8,DS8,DS8,DS8@224.5,224.5,223.8773956,4,0.5,222.00999999999999;222.50999999999999;223.00999999999999;223.50999999999999,222;222.5;223;223.5,5550000000;5562500000;5575000000;5587500000,250000;250000;250000;250000,"[[15.579602964689808,7.237050313255719,0.3760960748687822,0.2590007969093101],[15.547593542210617,7.230257109744927,0.3855769061438584,0.24106690600671857],[15.553118080055734,7.232651892534513,0.3870211592654908,0.24232110584475916],[15.577531116389059,7.236356133133065,0.37526646514928896,0.2575473342871512]]","[15.564461425836305,7.234078862167056,0.3809901513568551,0.24998403576198475]",G03;G06;G07;G10;G13;G16;G19;G20;G23;G30,10,arithmetic_mean_per_feature
DS8,DS8,DS8,DS8@225,225.0,224.3773956,4,0.5,222.50999999999999;223.00999999999999;223.50999999999999;224.00999999999999,222.5;223;223.5;224,5562500000;5575000000;5587500000;5600000000,250000;250000;250000;250000,"[[15.547593542210617,7.230257109744927,0.3855769061438584,0.24106690600671857],[15.553118080055734,7.232651892534513,0.3870211592654908,0.24232110584475916],[15.577531116389059,7.236356133133065,0.37526646514928896,0.2575473342871512],[15.57765355838402,7.236656590059262,0.3765894984509796,0.2569415554244464]]","[15.563974074259859,7.233980431367941,0.38111350725240445,0.24946922539076885]",G03;G06;G07;G10;G13;G16;G19;G20;G23;G30,10,arithmetic_mean_per_feature
DS8,DS8,DS8,DS8@225.5,225.5,224.8773956,4,0.5,223.00999999999999;223.50999999999999;224.00999999999999;224.50999999999999,223;223.5;224;224.5,5575000000;5587500000;5600000000;5612500000,250000;250000;250000;250000,"[[15.553118080055734,7.232651892534513,0.3870211592654908,0.24232110584475916],[15.577531116389059,7.236356133133065,0.37526646514928896,0.2575473342871512],[15.57765355838402,7.236656590059262,0.3765894984509796,0.2569415554244464],[15.550110063803416,7.230290256217527,0.38593797655656,0.23885522531719483]]","[15.564603204658058,7.233988717986092,0.3812037748555799,0.2489163052183879]",G03;G06;G07;G10;G13;G16;G19;G20;G23;G30,10,arithmetic_mean_per_feature
DS8,DS8,DS8,DS8@226,226.0,225.3773956,4,0.5,223.50999999999999;224.00999999999999;224.50999999999999;225.00999999999999,223.5;224;224.5;225,5587500000;5600000000;5612500000;5625000000,250000;250000;250000;250000,"[[15.577531116389059,7.236356133133065,0.37526646514928896,0.2575473342871512],[15.57765355838402,7.236656590059262,0.3765894984509796,0.2569415554244464],[15.550110063803416,7.230290256217527,0.38593797655656,0.23885522531719483],[15.589234253512727,7.234790311005019,0.37683900181542074,0.26177861916980477]]","[15.573632248022307,7.234523322603719,0.3786582354930623,0.2537806835496493]",G03;G06;G07;G10;G13;G16;G19;G20;G23;G30,10,arithmetic_mean_per_feature
DS8,DS8,DS8,DS8@226.5,226.5,225.8773956,4,0.5,224.00999999999999;224.50999999999999;225.00999999999999;225.50999999999999,224;224.5;225;225.5,5600000000;5612500000;5625000000;5637500000,250000;250000;250000;250000,"[[15.57765355838402,7.236656590059262,0.3765894984509796,0.2569415554244464],[15.550110063803416,7.230290256217527,0.38593797655656,0.23885522531719483],[15.589234253512727,7.234790311005019,0.37683900181542074,0.26177861916980477],[15.58738684350741,7.236441128167823,0.37477874816500034,0.25994889573712854]]","[15.576096179801894,7.234544571362408,0.3785363062469902,0.25438107391214365]",G03;G06;G07;G10;G13;G16;G19;G20;G23;G30,10,arithmetic_mean_per_feature
